gene,degree,degree_centrality,betweenness_centrality,component_id,component_size,is_isolate,degree_rank,betweenness_rank,top20pct_degree,top20pct_betweenness,core_by_preregistered_rule
CFTR,25,0.01937984496124031,0.004713810046722378,1,1226,False,324,99,False,True,False
GFAP,25,0.01937984496124031,0.0037419045629989733,1,1226,False,324,122,False,True,False
AURKB,25,0.01937984496124031,0.001349848020290456,1,1226,False,324,316,False,False,False
GRIA2,25,0.01937984496124031,0.0012974600110153924,1,1226,False,324,328,False,False,False
PPP2CB,25,0.01937984496124031,0.0006575819149864123,1,1226,False,324,485,False,False,False
NCF2,25,0.01937984496124031,0.0006388003108685308,1,1226,False,324,490,False,False,False
ADH1A,25,0.01937984496124031,0.0005908237947752377,1,1226,False,324,516,False,False,False
ADH1B,25,0.01937984496124031,0.0005775066173941656,1,1226,False,324,523,False,False,False
HSPB1,25,0.01937984496124031,0.00032408392134773424,1,1226,False,324,651,False,False,False
GSTM3,25,0.01937984496124031,0.00029155837916752114,1,1226,False,324,672,False,False,False
CASP7,25,0.01937984496124031,0.0001308435079642961,1,1226,False,324,813,False,False,False
FAS,25,0.01937984496124031,0.00012142518612928277,1,1226,False,324,825,False,False,False
SDHA,24,0.018604651162790697,0.0046151864701612505,1,1226,False,336,102,False,True,False
SCN1B,24,0.018604651162790697,0.0036133835076899187,1,1226,False,336,126,False,True,False
CS,24,0.018604651162790697,0.0028532215933953333,1,1226,False,336,163,False,True,False
PCNA,24,0.018604651162790697,0.0026860053079208286,1,1226,False,336,171,False,True,False
RARA,24,0.018604651162790697,0.0023951615184681302,1,1226,False,336,188,False,True,False
MT-CYB,24,0.018604651162790697,0.0023271329850680085,1,1226,False,336,193,False,True,False
ADCY1,24,0.018604651162790697,0.0022695909094774857,1,1226,False,336,196,False,True,False
BGLAP,24,0.018604651162790697,0.001806571289466215,1,1226,False,336,241,False,True,False
KEAP1,24,0.018604651162790697,0.0016289594406481288,1,1226,False,336,268,False,False,False
RYR2,24,0.018604651162790697,0.0015995974436796903,1,1226,False,336,273,False,False,False
LTF,24,0.018604651162790697,0.0013351746362619784,1,1226,False,336,319,False,False,False
BTK,24,0.018604651162790697,0.0012262415739513343,1,1226,False,336,345,False,False,False
ACACA,24,0.018604651162790697,0.0011111738654263775,1,1226,False,336,362,False,False,False
CACNA1B,24,0.018604651162790697,0.0009482113555081677,1,1226,False,336,400,False,False,False
ACE2,24,0.018604651162790697,0.0008974524029174751,1,1226,False,336,410,False,False,False
ADH7,24,0.018604651162790697,0.0006288988180609881,1,1226,False,336,492,False,False,False
NCOA2,24,0.018604651162790697,0.0006106881301423197,1,1226,False,336,504,False,False,False
GRIN2C,24,0.018604651162790697,0.0005509727169048453,1,1226,False,336,532,False,False,False
NOD2,24,0.018604651162790697,0.00041957732665301684,1,1226,False,336,588,False,False,False
SHH,24,0.018604651162790697,0.0003079197892372846,1,1226,False,336,663,False,False,False
LGALS3,24,0.018604651162790697,0.0002919220590133782,1,1226,False,336,671,False,False,False
SFN,24,0.018604651162790697,0.0002647134462911164,1,1226,False,336,687,False,False,False
TGFA,24,0.018604651162790697,0.0001377658186416699,1,1226,False,336,801,False,False,False
CCL22,24,0.018604651162790697,1.4160412038333501e-05,1,1226,False,336,1015,False,False,False
STAT4,23,0.017829457364341085,0.0029091655047218746,1,1226,False,360,161,False,True,False
DRD2,23,0.017829457364341085,0.002742790888546357,1,1226,False,360,168,False,True,False
PRKAG2,23,0.017829457364341085,0.0024789016948680363,1,1226,False,360,183,False,True,False
ADRB2,23,0.017829457364341085,0.002269320194102182,1,1226,False,360,197,False,True,False
SLC6A3,23,0.017829457364341085,0.0021904037542515215,1,1226,False,360,207,False,True,False
ALDH2,23,0.017829457364341085,0.0018476542823166427,1,1226,False,360,236,False,True,False
ITGA5,23,0.017829457364341085,0.0016524777966805634,1,1226,False,360,262,False,False,False
LCN2,23,0.017829457364341085,0.0012017567647611088,1,1226,False,360,348,False,False,False
BAX,23,0.017829457364341085,0.0011094699164858367,1,1226,False,360,363,False,False,False
CYP1B1,23,0.017829457364341085,0.0006089653548107652,1,1226,False,360,506,False,False,False
EPOR,23,0.017829457364341085,0.0006076928233959318,1,1226,False,360,507,False,False,False
ATG5,23,0.017829457364341085,0.0006036596228422844,1,1226,False,360,511,False,False,False
ALDH1A2,23,0.017829457364341085,0.00028620425731882697,1,1226,False,360,678,False,False,False
ALDH1A3,23,0.017829457364341085,0.00028620425731882697,1,1226,False,360,678,False,False,False
PRKDC,23,0.017829457364341085,0.00023707162778875235,1,1226,False,360,709,False,False,False
PLAU,23,0.017829457364341085,0.00021155415782070326,1,1226,False,360,725,False,False,False
SELE,23,0.017829457364341085,0.00017098073142469874,1,1226,False,360,762,False,False,False
TEK,23,0.017829457364341085,0.00011898735122241022,1,1226,False,360,830,False,False,False
IRF1,23,0.017829457364341085,7.340263217384798e-05,1,1226,False,360,885,False,False,False
KDM1A,23,0.017829457364341085,6.329066781963436e-05,1,1226,False,360,907,False,False,False
GABBR1,22,0.017054263565891473,0.006598789139673603,1,1226,False,380,60,False,True,False
TRPV1,22,0.017054263565891473,0.005836922877361138,1,1226,False,380,74,False,True,False
NQO1,22,0.017054263565891473,0.005065338647364776,1,1226,False,380,86,False,True,False
MECP2,22,0.017054263565891473,0.0046993522769968816,1,1226,False,380,100,False,True,False
DPP4,22,0.017054263565891473,0.003396715730242882,1,1226,False,380,138,False,True,False
NR1H4,22,0.017054263565891473,0.002385384557501407,1,1226,False,380,189,False,True,False
PTGS1,22,0.017054263565891473,0.002176588228361555,1,1226,False,380,208,False,True,False
ADCY2,22,0.017054263565891473,0.002124586083288117,1,1226,False,380,212,False,True,False
XBP1,22,0.017054263565891473,0.002124372421670579,1,1226,False,380,213,False,True,False
SCN2A,22,0.017054263565891473,0.0020562949072559715,1,1226,False,380,219,False,True,False
CYP11B2,22,0.017054263565891473,0.001778830325004866,1,1226,False,380,246,False,True,False
PRKCZ,22,0.017054263565891473,0.0015747528341489268,1,1226,False,380,276,False,False,False
ALDH3A1,22,0.017054263565891473,0.0012769247891653887,1,1226,False,380,332,False,False,False
CYP2D6,22,0.017054263565891473,0.0012746131647983956,1,1226,False,380,333,False,False,False
NOS2,22,0.017054263565891473,0.001260540859876489,1,1226,False,380,335,False,False,False
